Province/State	Country	date	recovered
New South Wales	Australia	2020-04-30	2284
Queensland	Australia	2020-04-30	943
Victoria	Australia	2020-04-30	1291
Western Australia	Australia	2020-04-30	507
South Australia	Australia	2020-04-30	420
Australian Capital Territory	Australia	2020-04-30	103
Tasmania	Australia	2020-04-30	144
Northern Territory	Australia	2020-04-30	25
