Province/State	Country	date	recovered
New South Wales	Australia	2020-10-21	4059
Queensland	Australia	2020-10-21	1154
Victoria	Australia	2020-10-21	19329
Western Australia	Australia	2020-10-21	690
South Australia	Australia	2020-10-21	473
Australian Capital Territory	Australia	2020-10-21	110
Tasmania	Australia	2020-10-21	215
Northern Territory	Australia	2020-10-21	34
