Province/State	Country	date	recovered
New South Wales	Australia	2020-11-01	4133
Queensland	Australia	2020-11-01	1160
Victoria	Australia	2020-11-01	19466
Western Australia	Australia	2020-11-01	718
South Australia	Australia	2020-11-01	483
Australian Capital Territory	Australia	2020-11-01	111
Tasmania	Australia	2020-11-01	215
