Province/State	Country	date	recovered
New South Wales	Australia	2020-07-24	2799
Queensland	Australia	2020-07-24	1063
Victoria	Australia	2020-07-24	3450
Western Australia	Australia	2020-07-24	633
South Australia	Australia	2020-07-24	441
Australian Capital Territory	Australia	2020-07-24	109
Tasmania	Australia	2020-07-24	213
Northern Territory	Australia	2020-07-24	30
