Province/State	Country	date	recovered
New South Wales	Australia	2020-09-10	3754
Queensland	Australia	2020-09-10	1091
Victoria	Australia	2020-09-10	17311
Western Australia	Australia	2020-09-10	646
South Australia	Australia	2020-09-10	461
Australian Capital Territory	Australia	2020-09-10	110
Tasmania	Australia	2020-09-10	215
Northern Territory	Australia	2020-09-10	34
