Province/State	Country	date	recovered
New South Wales	Australia	2020-09-21	3824
Queensland	Australia	2020-09-21	1124
Victoria	Australia	2020-09-21	18567
Western Australia	Australia	2020-09-21	650
South Australia	Australia	2020-09-21	462
Australian Capital Territory	Australia	2020-09-21	110
Tasmania	Australia	2020-09-21	215
Northern Territory	Australia	2020-09-21	34
