Province/State	Country	date	recovered
New South Wales	Australia	2020-11-18	4246
Queensland	Australia	2020-11-18	1171
Victoria	Australia	2020-11-18	19523
Western Australia	Australia	2020-11-18	767
South Australia	Australia	2020-11-18	512
Australian Capital Territory	Australia	2020-11-18	111
Tasmania	Australia	2020-11-18	215
Northern Territory	Australia	2020-11-18	39
