Province/State	Country	date	recovered
New South Wales	Australia	2020-04-12	1356
Victoria	Australia	2020-04-12	1015
Queensland	Australia	2020-04-12	372
South Australia	Australia	2020-04-12	239
Western Australia	Australia	2020-04-12	239
Australian Capital Territory	Australia	2020-04-12	67
Tasmania	Australia	2020-04-12	50
Northern Territory	Australia	2020-04-12	2
