Province/State	Country	date	recovered
New South Wales	Australia	2020-07-27	3062
Queensland	Australia	2020-07-27	1063
Victoria	Australia	2020-07-27	3817
Western Australia	Australia	2020-07-27	647
South Australia	Australia	2020-07-27	441
Australian Capital Territory	Australia	2020-07-27	109
Tasmania	Australia	2020-07-27	213
Northern Territory	Australia	2020-07-27	30
