Province/State	Country	date	recovered
New South Wales	Australia	2020-09-08	3744
Queensland	Australia	2020-09-08	1090
Victoria	Australia	2020-09-08	17175
Western Australia	Australia	2020-09-08	644
South Australia	Australia	2020-09-08	461
Australian Capital Territory	Australia	2020-09-08	110
Tasmania	Australia	2020-09-08	215
Northern Territory	Australia	2020-09-08	34
