Province/State	Country	date	recovered
New South Wales	Australia	2020-11-16	4234
Queensland	Australia	2020-11-16	1171
Victoria	Australia	2020-11-16	19523
Western Australia	Australia	2020-11-16	765
South Australia	Australia	2020-11-16	506
Australian Capital Territory	Australia	2020-11-16	111
Tasmania	Australia	2020-11-16	215
Northern Territory	Australia	2020-11-16	34
