Province/State	Country	date	recovered
New South Wales	Australia	2020-08-26	2994
Queensland	Australia	2020-08-26	1083
Victoria	Australia	2020-08-26	14572
Western Australia	Australia	2020-08-26	636
South Australia	Australia	2020-08-26	456
Australian Capital Territory	Australia	2020-08-26	110
Tasmania	Australia	2020-08-26	214
Northern Territory	Australia	2020-08-26	34
