Province/State	Country	date	recovered
New South Wales	Australia	2020-05-12	2543
Queensland	Australia	2020-05-12	1027
Victoria	Australia	2020-05-12	1360
Western Australia	Australia	2020-05-12	537
South Australia	Australia	2020-05-12	434
Australian Capital Territory	Australia	2020-05-12	104
Tasmania	Australia	2020-05-12	185
Northern Territory	Australia	2020-05-12	28
