Province/State	Country	date	recovered
New South Wales	Australia	2020-08-18	2994
Queensland	Australia	2020-08-18	1079
Victoria	Australia	2020-08-18	9413
Western Australia	Australia	2020-08-18	633
South Australia	Australia	2020-08-18	451
Australian Capital Territory	Australia	2020-08-18	110
Tasmania	Australia	2020-08-18	214
Northern Territory	Australia	2020-08-18	34
