Province/State	Country	date	recovered
New South Wales	Australia	2020-06-15	2766
Queensland	Australia	2020-06-15	1051
Victoria	Australia	2020-06-15	1661
Western Australia	Australia	2020-06-15	591
South Australia	Australia	2020-06-15	436
Australian Capital Territory	Australia	2020-06-15	104
Tasmania	Australia	2020-06-15	213
Northern Territory	Australia	2020-06-15	30
