Province/State	Country	date	recovered
New South Wales	Australia	2020-09-20	3818
Queensland	Australia	2020-09-20	1123
Victoria	Australia	2020-09-20	18473
Western Australia	Australia	2020-09-20	650
South Australia	Australia	2020-09-20	462
Australian Capital Territory	Australia	2020-09-20	110
Tasmania	Australia	2020-09-20	215
Northern Territory	Australia	2020-09-20	34
