Province/State	Country	date	recovered
New South Wales	Australia	2020-05-14	2595
Queensland	Australia	2020-05-14	1030
Victoria	Australia	2020-05-14	1385
Western Australia	Australia	2020-05-14	538
South Australia	Australia	2020-05-14	434
Australian Capital Territory	Australia	2020-05-14	104
Tasmania	Australia	2020-05-14	187
Northern Territory	Australia	2020-05-14	28
