Province/State	Country	date	recovered
New South Wales	Australia	2020-04-13	1356
Victoria	Australia	2020-04-13	1075
Queensland	Australia	2020-04-13	442
Western Australia	Australia	2020-04-13	251
South Australia	Australia	2020-04-13	240
Australian Capital Territory	Australia	2020-04-13	72
Tasmania	Australia	2020-04-13	57
Northern Territory	Australia	2020-04-13	6
