Province/State	Country	date	recovered
New South Wales	Australia	2020-11-27	4303
Queensland	Australia	2020-11-27	1178
Victoria	Australia	2020-11-27	19526
Western Australia	Australia	2020-11-27	778
South Australia	Australia	2020-11-27	533
Australian Capital Territory	Australia	2020-11-27	112
Tasmania	Australia	2020-11-27	215
Northern Territory	Australia	2020-11-27	41
