Province/State	Country	date	recovered
New South Wales	Australia	2020-12-05	4360
Queensland	Australia	2020-12-05	1191
Victoria	Australia	2020-12-05	19525
Western Australia	Australia	2020-12-05	805
South Australia	Australia	2020-12-05	553
Australian Capital Territory	Australia	2020-12-05	113
Tasmania	Australia	2020-12-05	215
Northern Territory	Australia	2020-12-05	47
