Province/State	Country	date	recovered
New South Wales	Australia	2020-10-14	4020
Queensland	Australia	2020-10-14	1154
Victoria	Australia	2020-10-14	19243
Western Australia	Australia	2020-10-14	676
South Australia	Australia	2020-10-14	468
Australian Capital Territory	Australia	2020-10-14	110
Tasmania	Australia	2020-10-14	215
Northern Territory	Australia	2020-10-14	34
