Province/State	Country	date	recovered
New South Wales	Australia	2020-05-02	2300
Queensland	Australia	2020-05-02	965
Victoria	Australia	2020-05-02	1293
Western Australia	Australia	2020-05-02	520
South Australia	Australia	2020-05-02	427
Australian Capital Territory	Australia	2020-05-02	103
Tasmania	Australia	2020-05-02	157
Northern Territory	Australia	2020-05-02	25
