Province/State	Country	date	recovered
New South Wales	Australia	2020-10-26	4088
Queensland	Australia	2020-10-26	1157
Victoria	Australia	2020-10-26	19366
Western Australia	Australia	2020-10-26	700
South Australia	Australia	2020-10-26	478
Australian Capital Territory	Australia	2020-10-26	110
Tasmania	Australia	2020-10-26	215
Northern Territory	Australia	2020-10-26	34
