Province/State	Country	date	recovered
New South Wales	Australia	2020-06-21	2771
Queensland	Australia	2020-06-21	1053
Victoria	Australia	2020-06-21	1686
Western Australia	Australia	2020-06-21	593
South Australia	Australia	2020-06-21	436
Australian Capital Territory	Australia	2020-06-21	105
Tasmania	Australia	2020-06-21	213
Northern Territory	Australia	2020-06-21	30
