Province/State	Country	date	recovered
New South Wales	Australia	2020-11-17	4238
Queensland	Australia	2020-11-17	1171
Victoria	Australia	2020-11-17	19523
Western Australia	Australia	2020-11-17	767
South Australia	Australia	2020-11-17	511
Australian Capital Territory	Australia	2020-11-17	111
Tasmania	Australia	2020-11-17	215
Northern Territory	Australia	2020-11-17	39
