Province/State	Country	date	recovered
New South Wales	Australia	2020-10-01	3929
Queensland	Australia	2020-10-01	1143
Victoria	Australia	2020-10-01	19034
Western Australia	Australia	2020-10-01	654
South Australia	Australia	2020-10-01	464
Australian Capital Territory	Australia	2020-10-01	110
Tasmania	Australia	2020-10-01	215
Northern Territory	Australia	2020-10-01	34
