Province/State	Country	date	recovered
Australian Capital Territory	Australia	2020-04-23	93
Northern Territory	Australia	2020-04-23	16
South Australia	Australia	2020-04-23	388
Western Australia	Australia	2020-04-23	451
Victoria	Australia	2020-04-23	1243
Tasmania	Australia	2020-04-23	91
Queensland	Australia	2020-04-23	738
New South Wales	Australia	2020-04-23	1926
