Province/State	Country	date	recovered
New South Wales	Australia	2020-09-07	3731
Queensland	Australia	2020-09-07	1089
Victoria	Australia	2020-09-07	17056
Western Australia	Australia	2020-09-07	644
South Australia	Australia	2020-09-07	459
Australian Capital Territory	Australia	2020-09-07	110
Tasmania	Australia	2020-09-07	215
Northern Territory	Australia	2020-09-07	34
