Province/State	Country	date	recovered
New South Wales	Australia	2020-11-23	4285
Queensland	Australia	2020-11-23	1172
Victoria	Australia	2020-11-23	19525
Western Australia	Australia	2020-11-23	774
South Australia	Australia	2020-11-23	514
Australian Capital Territory	Australia	2020-11-23	111
Tasmania	Australia	2020-11-23	215
Northern Territory	Australia	2020-11-23	41
