Province/State	Country	date	recovered
New South Wales	Australia	2020-04-15	1356
Victoria	Australia	2020-04-15	1137
Queensland	Australia	2020-04-15	442
Western Australia	Australia	2020-04-15	296
South Australia	Australia	2020-04-15	253
Australian Capital Territory	Australia	2020-04-15	77
Tasmania	Australia	2020-04-15	57
Northern Territory	Australia	2020-04-15	6
