Province/State	Country	date	recovered
New South Wales	Australia	2020-07-06	2799
Queensland	Australia	2020-07-06	1060
Victoria	Australia	2020-07-06	1992
Western Australia	Australia	2020-07-06	600
South Australia	Australia	2020-07-06	436
Australian Capital Territory	Australia	2020-07-06	105
Tasmania	Australia	2020-07-06	213
Northern Territory	Australia	2020-07-06	30
