Province/State	Country	date	recovered
New South Wales	Australia	2020-04-16	1356
Victoria	Australia	2020-04-16	1137
Queensland	Australia	2020-04-16	442
Western Australia	Australia	2020-04-16	338
South Australia	Australia	2020-04-16	279
Australian Capital Territory	Australia	2020-04-16	79
Tasmania	Australia	2020-04-16	57
Northern Territory	Australia	2020-04-16	6
