Province/State	Country	date	recovered
New South Wales	Australia	2020-07-07	2798
Queensland	Australia	2020-07-07	1060
Victoria	Australia	2020-07-07	2028
Western Australia	Australia	2020-07-07	600
South Australia	Australia	2020-07-07	436
Australian Capital Territory	Australia	2020-07-07	105
Tasmania	Australia	2020-07-07	213
Northern Territory	Australia	2020-07-07	30
