Province/State	Country	date	recovered
New South Wales	Australia	2020-04-20	1356
Victoria	Australia	2020-04-20	1188
Queensland	Australia	2020-04-20	738
Western Australia	Australia	2020-04-20	426
South Australia	Australia	2020-04-20	354
Australian Capital Territory	Australia	2020-04-20	89
Tasmania	Australia	2020-04-20	64
Northern Territory	Australia	2020-04-20	11
