Province/State	Country	date	recovered
Victoria	Australia	2020-04-05	573
Western Australia	Australia	2020-04-05	148
South Australia	Australia	2020-04-05	51
Australian Capital Territory	Australia	2020-04-05	28
Tasmania	Australia	2020-04-05	15
Northern Territory	Australia	2020-04-05	2
