Province/State	Country	date	recovered
New South Wales	Australia	2020-05-21	2648
Queensland	Australia	2020-05-21	1040
Victoria	Australia	2020-05-21	1473
Western Australia	Australia	2020-05-21	545
South Australia	Australia	2020-05-21	435
Australian Capital Territory	Australia	2020-05-21	104
Tasmania	Australia	2020-05-21	199
Northern Territory	Australia	2020-05-21	30
