Province/State	Country	date	recovered
New South Wales	Australia	2020-06-03	2691
Queensland	Australia	2020-06-03	1047
Victoria	Australia	2020-06-03	1569
Western Australia	Australia	2020-06-03	553
South Australia	Australia	2020-06-03	435
Australian Capital Territory	Australia	2020-06-03	104
Tasmania	Australia	2020-06-03	210
Northern Territory	Australia	2020-06-03	30
