Province/State	Country	date	recovered
New South Wales	Australia	2020-05-10	2515
Queensland	Australia	2020-05-10	1019
Victoria	Australia	2020-05-10	1336
Western Australia	Australia	2020-05-10	536
South Australia	Australia	2020-05-10	434
Australian Capital Territory	Australia	2020-05-10	104
Tasmania	Australia	2020-05-10	185
Northern Territory	Australia	2020-05-10	28
