Province/State	Country	date	recovered
New South Wales	Australia	2020-12-03	4350
Queensland	Australia	2020-12-03	1187
Victoria	Australia	2020-12-03	19525
Western Australia	Australia	2020-12-03	798
South Australia	Australia	2020-12-03	549
Australian Capital Territory	Australia	2020-12-03	112
Tasmania	Australia	2020-12-03	215
Northern Territory	Australia	2020-12-03	47
