Province/State	Country	date	recovered
New South Wales	Australia	2020-10-13	4020
Queensland	Australia	2020-10-13	1154
Victoria	Australia	2020-10-13	19243
Western Australia	Australia	2020-10-13	676
South Australia	Australia	2020-10-13	468
Australian Capital Territory	Australia	2020-10-13	110
Tasmania	Australia	2020-10-13	215
Northern Territory	Australia	2020-10-13	34
