Province/State	Country	date	recovered
New South Wales	Australia	2020-09-17	3798
Queensland	Australia	2020-09-17	1111
Victoria	Australia	2020-09-17	18217
Western Australia	Australia	2020-09-17	648
South Australia	Australia	2020-09-17	462
Australian Capital Territory	Australia	2020-09-17	110
Tasmania	Australia	2020-09-17	215
Northern Territory	Australia	2020-09-17	34
