Province/State	Country	date	recovered
New South Wales	Australia	2020-10-11	4007
Queensland	Australia	2020-10-11	1152
Victoria	Australia	2020-10-11	19218
Western Australia	Australia	2020-10-11	670
South Australia	Australia	2020-10-11	466
Australian Capital Territory	Australia	2020-10-11	110
Tasmania	Australia	2020-10-11	215
Northern Territory	Australia	2020-10-11	34
