Province/State	Country	date	recovered
New South Wales	Australia	2020-10-31	4125
Queensland	Australia	2020-10-31	1160
Victoria	Australia	2020-10-31	19457
Western Australia	Australia	2020-10-31	715
South Australia	Australia	2020-10-31	483
Australian Capital Territory	Australia	2020-10-31	111
Tasmania	Australia	2020-10-31	215
