Province/State	Country	date	recovered
New South Wales	Australia	2020-06-11	2738
Queensland	Australia	2020-06-11	1051
Victoria	Australia	2020-06-11	1621
Western Australia	Australia	2020-06-11	571
South Australia	Australia	2020-06-11	436
Australian Capital Territory	Australia	2020-06-11	104
Tasmania	Australia	2020-06-11	211
Northern Territory	Australia	2020-06-11	30
