Province/State	Country	date	recovered
New South Wales	Australia	2020-09-22	3836
Queensland	Australia	2020-09-22	1124
Victoria	Australia	2020-09-22	18567
Western Australia	Australia	2020-09-22	650
South Australia	Australia	2020-09-22	462
Australian Capital Territory	Australia	2020-09-22	110
Tasmania	Australia	2020-09-22	215
Northern Territory	Australia	2020-09-22	34
