Province/State	Country	date	recovered
New South Wales	Australia	2020-07-21	2799
Queensland	Australia	2020-07-21	1061
Victoria	Australia	2020-07-21	3078
Western Australia	Australia	2020-07-21	625
South Australia	Australia	2020-07-21	440
Australian Capital Territory	Australia	2020-07-21	107
Tasmania	Australia	2020-07-21	213
Northern Territory	Australia	2020-07-21	30
