Province/State	Country	date	recovered
New South Wales	Australia	2020-08-12	3178
Queensland	Australia	2020-08-12	1076
Victoria	Australia	2020-08-12	6889
Western Australia	Australia	2020-08-12	630
South Australia	Australia	2020-08-12	447
Australian Capital Territory	Australia	2020-08-12	110
Tasmania	Australia	2020-08-12	214
Northern Territory	Australia	2020-08-12	32
