Province/State	Country	date	recovered
New South Wales	Australia	2020-07-22	2799
Queensland	Australia	2020-07-22	1062
Victoria	Australia	2020-07-22	3184
Western Australia	Australia	2020-07-22	626
South Australia	Australia	2020-07-22	441
Australian Capital Territory	Australia	2020-07-22	107
Tasmania	Australia	2020-07-22	213
Northern Territory	Australia	2020-07-22	30
