Province/State	Country	date	recovered
New South Wales	Australia	2020-11-08	4176
Queensland	Australia	2020-11-08	1163
Victoria	Australia	2020-11-08	19522
Western Australia	Australia	2020-11-08	757
South Australia	Australia	2020-11-08	492
Australian Capital Territory	Australia	2020-11-08	111
Tasmania	Australia	2020-11-08	215
Northern Territory	Australia	2020-11-08	34
