Province/State	Country	date	recovered
New South Wales	Australia	2020-05-08	2486
Queensland	Australia	2020-05-08	994
Victoria	Australia	2020-05-08	1322
Western Australia	Australia	2020-05-08	534
South Australia	Australia	2020-05-08	433
Australian Capital Territory	Australia	2020-05-08	103
Tasmania	Australia	2020-05-08	177
Northern Territory	Australia	2020-05-08	28
