Province/State	Country	date	recovered
New South Wales	Australia	2020-09-23	3853
Queensland	Australia	2020-09-23	1124
Victoria	Australia	2020-09-23	18713
Western Australia	Australia	2020-09-23	650
South Australia	Australia	2020-09-23	462
Australian Capital Territory	Australia	2020-09-23	110
Tasmania	Australia	2020-09-23	215
Northern Territory	Australia	2020-09-23	34
