Province/State	Country	date	recovered
New South Wales	Australia	2020-04-14	1356
Victoria	Australia	2020-04-14	1118
Queensland	Australia	2020-04-14	442
Western Australia	Australia	2020-04-14	251
South Australia	Australia	2020-04-14	240
Australian Capital Territory	Australia	2020-04-14	75
Tasmania	Australia	2020-04-14	57
Northern Territory	Australia	2020-04-14	6
