Province/State	Country	date	recovered
New South Wales	Australia	2020-11-09	4187
Queensland	Australia	2020-11-09	1163
Victoria	Australia	2020-11-09	19522
Western Australia	Australia	2020-11-09	757
South Australia	Australia	2020-11-09	495
Australian Capital Territory	Australia	2020-11-09	111
Tasmania	Australia	2020-11-09	215
Northern Territory	Australia	2020-11-09	34
