Province/State	Country	date	recovered
New South Wales	Australia	2020-11-03	4142
Queensland	Australia	2020-11-03	1163
Victoria	Australia	2020-11-03	19488
Western Australia	Australia	2020-11-03	738
South Australia	Australia	2020-11-03	486
Australian Capital Territory	Australia	2020-11-03	111
Tasmania	Australia	2020-11-03	215
