Province/State	Country	date	recovered
New South Wales	Australia	2020-10-19	4049
Queensland	Australia	2020-10-19	1154
Victoria	Australia	2020-10-19	19299
Western Australia	Australia	2020-10-19	685
South Australia	Australia	2020-10-19	472
Australian Capital Territory	Australia	2020-10-19	110
Tasmania	Australia	2020-10-19	215
Northern Territory	Australia	2020-10-19	34
