Province/State	Country	date	recovered
New South Wales	Australia	2020-10-16	4037
Queensland	Australia	2020-10-16	1154
Victoria	Australia	2020-10-16	19279
Western Australia	Australia	2020-10-16	683
South Australia	Australia	2020-10-16	471
Australian Capital Territory	Australia	2020-10-16	110
Tasmania	Australia	2020-10-16	215
Northern Territory	Australia	2020-10-16	34
