Province/State	Country	date	recovered
New South Wales	Australia	2020-05-13	2571
Queensland	Australia	2020-05-13	1028
Victoria	Australia	2020-05-13	1385
Western Australia	Australia	2020-05-13	538
South Australia	Australia	2020-05-13	434
Australian Capital Territory	Australia	2020-05-13	104
Tasmania	Australia	2020-05-13	187
Northern Territory	Australia	2020-05-13	28
