Province/State	Country	date	recovered
New South Wales	Australia	2020-11-20	4254
Queensland	Australia	2020-11-20	1171
Victoria	Australia	2020-11-20	19524
Western Australia	Australia	2020-11-20	767
South Australia	Australia	2020-11-20	512
Australian Capital Territory	Australia	2020-11-20	111
Tasmania	Australia	2020-11-20	215
Northern Territory	Australia	2020-11-20	39
