Province/State	Country	date	recovered
New South Wales	Australia	2020-06-26	2782
Queensland	Australia	2020-06-26	1054
Victoria	Australia	2020-06-26	1742
Western Australia	Australia	2020-06-26	595
South Australia	Australia	2020-06-26	436
Australian Capital Territory	Australia	2020-06-26	105
Tasmania	Australia	2020-06-26	213
Northern Territory	Australia	2020-06-26	30
