Province/State	Country	date	recovered
New South Wales	Australia	2020-04-18	1356
Victoria	Australia	2020-04-18	1159
Queensland	Australia	2020-04-18	442
Western Australia	Australia	2020-04-18	377
South Australia	Australia	2020-04-18	331
Australian Capital Territory	Australia	2020-04-18	88
Tasmania	Australia	2020-04-18	57
Northern Territory	Australia	2020-04-18	9
