Province/State	Country	date	recovered
New South Wales	Australia	2020-04-26	2193
Queensland	Australia	2020-04-26	926
Victoria	Australia	2020-04-26	1262
Western Australia	Australia	2020-04-26	478
South Australia	Australia	2020-04-26	402
Australian Capital Territory	Australia	2020-04-26	99
Tasmania	Australia	2020-04-26	123
Northern Territory	Australia	2020-04-26	23
