Province/State	Country	date	recovered
New South Wales	Australia	2020-08-23	2994
Queensland	Australia	2020-08-23	1082
Victoria	Australia	2020-08-23	13239
Western Australia	Australia	2020-08-23	633
South Australia	Australia	2020-08-23	452
Australian Capital Territory	Australia	2020-08-23	110
Tasmania	Australia	2020-08-23	214
Northern Territory	Australia	2020-08-23	34
