Province/State	Country	date	recovered
New South Wales	Australia	2020-04-27	2227
Queensland	Australia	2020-04-27	926
Victoria	Australia	2020-04-27	1265
Western Australia	Australia	2020-04-27	486
South Australia	Australia	2020-04-27	411
Australian Capital Territory	Australia	2020-04-27	100
Tasmania	Australia	2020-04-27	132
Northern Territory	Australia	2020-04-27	23
