Province/State	Country	date	recovered
New South Wales	Australia	2020-08-07	3153
Queensland	Australia	2020-08-07	1069
Victoria	Australia	2020-08-07	5829
Western Australia	Australia	2020-08-07	627
South Australia	Australia	2020-08-07	445
Australian Capital Territory	Australia	2020-08-07	110
Tasmania	Australia	2020-08-07	214
Northern Territory	Australia	2020-08-07	31
